value,name,n,percent
1,flag_1,22667,73.17364496239145
1,flag_2,217,0.7005197404525939
1,flag_3,346,1.116957742841463
1,flag_4,12847,41.4727055557349
1,flag_5,6852,22.119637150143657
1,flag_6,888,2.8666429931884947
1,flag_7,2804,9.051877199212319
1,flag_8,1049,3.3863834457823545
1,flag_9,166,0.5358814604383898
