value,name,n,percent
1,flag_1,41992,68.531514182198
1,flag_2,58,0.09465678754447238
1,flag_3,887,1.447596043999086
1,flag_4,20562,33.55746319809381
1,flag_5,18417,30.056794072526685
1,flag_6,933,1.5226686686033228
1,flag_7,7451,12.160133172307994
1,flag_8,164,0.2676502268498874
1,flag_9,657,1.0722329209779025
